time,open,high,low,close,volume
2025-01-03 10:15:00,1.08169,1.08169,1.08122,1.08125,1322
2025-01-03 10:30:00,1.08132,1.08191,1.08095,1.08145,1827
2025-01-03 10:45:00,1.08144,1.08204,1.08075,1.08155,557
2025-01-03 11:00:00,1.08155,1.08187,1.08059,1.08129,1748
2025-01-03 11:15:00,1.08137,1.08205,1.08123,1.0815,1949
2025-01-03 11:30:00,1.08157,1.08157,1.08049,1.08139,1017
2025-01-03 11:45:00,1.0815,1.08235,1.0815,1.08155,2577
2025-01-03 12:00:00,1.08161,1.08174,1.08027,1.08157,650
2025-01-03 12:15:00,1.08163,1.08183,1.08141,1.08148,2657
2025-01-03 12:30:00,1.08143,1.08198,1.08116,1.08145,4173
2025-01-03 12:45:00,1.08139,1.08167,1.08057,1.08127,3013
2025-01-03 13:00:00,1.08134,1.08134,1.08046,1.0811,2784
2025-01-03 13:15:00,1.08104,1.08203,1.08104,1.08148,1894
2025-01-03 13:30:00,1.08148,1.08294,1.08148,1.08184,2205
2025-01-03 13:45:00,1.08198,1.08198,1.08106,1.08132,1672
2025-01-03 14:00:00,1.08144,1.08189,1.08089,1.0813,2921
2025-01-03 14:15:00,1.08133,1.08187,1.08123,1.08131,1099
2025-01-03 14:30:00,1.08128,1.08201,1.08111,1.08166,4004
2025-01-03 14:45:00,1.08165,1.08204,1.08067,1.08156,2799
2025-01-03 15:00:00,1.08165,1.08165,1.08157,1.0816,4515
2025-01-03 15:15:00,1.0816,1.08185,1.08087,1.0815,1996
2025-01-03 15:30:00,1.08144,1.08194,1.08115,1.08161,3617
2025-01-03 15:45:00,1.08174,1.08174,1.0813,1.08134,934
2025-01-03 16:00:00,1.08136,1.08183,1.08075,1.08162,3158
2025-01-03 16:15:00,1.08156,1.08219,1.08155,1.08184,4199
2025-01-03 16:30:00,1.08189,1.08189,1.08056,1.08152,2823
2025-01-03 16:45:00,1.08161,1.08161,1.08031,1.0814,3395
2025-01-03 17:00:00,1.0813,1.08289,1.0813,1.08211,2031
2025-01-03 17:15:00,1.08209,1.08209,1.08131,1.08172,3666
2025-01-03 17:30:00,1.08169,1.08249,1.08169,1.08214,1281
2025-01-03 17:45:00,1.08219,1.08219,1.08181,1.08204,1925
2025-01-03 18:00:00,1.08211,1.08211,1.08121,1.08203,3051
2025-01-03 18:15:00,1.08198,1.08214,1.08155,1.0821,3986
2025-01-03 18:30:00,1.08195,1.08304,1.08154,1.08178,2823
2025-01-03 18:45:00,1.08188,1.08211,1.08165,1.08192,4921
2025-01-03 19:00:00,1.08181,1.08284,1.08139,1.08182,1056
2025-01-03 19:15:00,1.08185,1.08194,1.08099,1.08167,1012
2025-01-03 19:30:00,1.08166,1.083,1.08166,1.08203,3718
2025-01-03 19:45:00,1.08205,1.08215,1.0818,1.08199,4651
2025-01-03 20:00:00,1.08215,1.08301,1.08096,1.08202,4615
2025-01-03 20:15:00,1.08232,1.08237,1.08167,1.08193,4041
2025-01-03 20:30:00,1.08177,1.08324,1.08177,1.08248,3399
2025-01-03 20:45:00,1.08258,1.08276,1.08189,1.08256,4596
2025-01-03 21:00:00,1.08255,1.08264,1.08231,1.08264,3460
2025-01-03 21:15:00,1.08274,1.08274,1.0817,1.08232,1752
2025-01-03 21:30:00,1.08242,1.08242,1.08171,1.08196,1224
2025-01-03 21:45:00,1.0821,1.08344,1.0821,1.08274,1806
2025-01-03 22:00:00,1.08277,1.08277,1.0822,1.08233,1259
2025-01-03 22:15:00,1.08224,1.08322,1.08195,1.08226,726
2025-01-03 22:30:00,1.08235,1.08274,1.08213,1.08254,807
2025-01-03 22:45:00,1.08255,1.0829,1.08255,1.08269,3878
2025-01-03 23:00:00,1.08267,1.0831,1.08214,1.08239,3509
2025-01-03 23:15:00,1.08234,1.08299,1.0822,1.08254,2017
2025-01-03 23:30:00,1.08264,1.08269,1.08233,1.08247,2031
2025-01-03 23:45:00,1.08263,1.08265,1.08195,1.08211,2344
2025-01-04 00:00:00,1.08199,1.08235,1.08199,1.08222,3168
2025-01-04 00:15:00,1.08228,1.08285,1.08222,1.08245,1296
2025-01-04 00:30:00,1.08241,1.08241,1.08154,1.08174,2279
2025-01-04 00:45:00,1.08159,1.08254,1.08159,1.08229,1085
2025-01-04 01:00:00,1.0823,1.0823,1.08154,1.08197,1878
2025-01-04 01:15:00,1.08188,1.08226,1.08188,1.08217,4857
2025-01-04 01:30:00,1.08202,1.08265,1.08189,1.08222,4310
2025-01-04 01:45:00,1.08214,1.08214,1.08139,1.08212,4531
2025-01-04 02:00:00,1.08202,1.08228,1.08163,1.08212,3224
2025-01-04 02:15:00,1.08205,1.0829,1.08205,1.08206,2347
2025-01-04 02:30:00,1.08193,1.08349,1.08193,1.08283,2737
2025-01-04 02:45:00,1.08279,1.08308,1.08231,1.08284,1541
2025-01-04 03:00:00,1.08276,1.08287,1.08189,1.08213,3985
2025-01-04 03:15:00,1.08216,1.08298,1.08192,1.0826,742
2025-01-04 03:30:00,1.08266,1.08267,1.08222,1.08225,2600
2025-01-04 03:45:00,1.08228,1.0827,1.08225,1.08241,1749
2025-01-04 04:00:00,1.08238,1.08306,1.08228,1.08241,2237
2025-01-04 04:15:00,1.08239,1.08315,1.08187,1.08261,4169
2025-01-04 04:30:00,1.08252,1.08368,1.08174,1.08299,2418
2025-01-04 04:45:00,1.08291,1.08291,1.08235,1.08291,4914
2025-01-04 05:00:00,1.08298,1.08395,1.08248,1.08287,3254
2025-01-04 05:15:00,1.0827,1.08338,1.08253,1.08276,1892
2025-01-04 05:30:00,1.08275,1.08343,1.08116,1.08282,747
2025-01-04 05:45:00,1.08279,1.08296,1.0821,1.08274,4772
2025-01-04 06:00:00,1.0828,1.0832,1.0825,1.08301,2185
2025-01-04 06:15:00,1.08287,1.08287,1.0825,1.08275,2431
2025-01-04 06:30:00,1.08276,1.08293,1.08276,1.08291,4516
2025-01-04 06:45:00,1.08294,1.08331,1.08294,1.08324,4608
2025-01-04 07:00:00,1.08305,1.08368,1.08305,1.0834,3932
2025-01-04 07:15:00,1.08329,1.08329,1.08256,1.08301,4884
2025-01-04 07:30:00,1.083,1.08352,1.08265,1.08305,4484
2025-01-04 07:45:00,1.0831,1.08354,1.0831,1.08332,4322
2025-01-04 08:00:00,1.08334,1.08334,1.08281,1.08301,2581
2025-01-04 08:15:00,1.08307,1.0836,1.08239,1.08293,1847
2025-01-04 08:30:00,1.08283,1.0834,1.08235,1.08272,632
2025-01-04 08:45:00,1.08256,1.08305,1.08256,1.083,4123
2025-01-04 09:00:00,1.08301,1.08352,1.08262,1.08304,2354
2025-01-04 09:15:00,1.08291,1.08316,1.08244,1.0828,3444
2025-01-04 09:30:00,1.08271,1.08308,1.08267,1.08293,900
2025-01-04 09:45:00,1.08302,1.08309,1.08236,1.08282,1105
2025-01-04 10:00:00,1.08284,1.08329,1.08228,1.08286,631
2025-01-04 10:15:00,1.0828,1.0828,1.08181,1.08235,4988
2025-01-04 10:30:00,1.08228,1.08305,1.08228,1.08298,4940
2025-01-04 10:45:00,1.08304,1.08354,1.08242,1.08327,1303
2025-01-04 11:00:00,1.08329,1.08394,1.08203,1.08279,3767
2025-01-04 11:15:00,1.08266,1.08332,1.08206,1.08294,4789
2025-01-04 11:30:00,1.08274,1.08323,1.08255,1.08273,4133
2025-01-04 11:45:00,1.08291,1.08322,1.08283,1.08302,3176
2025-01-04 12:00:00,1.0829,1.08338,1.08274,1.08284,1715
2025-01-04 12:15:00,1.08289,1.08289,1.08234,1.08269,2977
2025-01-04 12:30:00,1.08284,1.08351,1.08284,1.08318,2764
2025-01-04 12:45:00,1.0832,1.08363,1.08281,1.08317,1469
2025-01-04 13:00:00,1.08311,1.08355,1.08242,1.08277,1100
2025-01-04 13:15:00,1.08263,1.08444,1.08263,1.08297,4955
2025-01-04 13:30:00,1.08282,1.08306,1.08249,1.08294,1832
2025-01-04 13:45:00,1.08297,1.08324,1.08252,1.08291,3216
2025-01-04 14:00:00,1.08305,1.08305,1.08189,1.08258,1281
2025-01-04 14:15:00,1.08254,1.08329,1.08254,1.08315,4308
2025-01-04 14:30:00,1.0831,1.0832,1.08208,1.08274,1934
2025-01-04 14:45:00,1.08281,1.0835,1.08243,1.08285,4838
2025-01-04 15:00:00,1.08278,1.08481,1.08278,1.08362,1516
2025-01-04 15:15:00,1.08365,1.08366,1.08314,1.08324,2719
2025-01-04 15:30:00,1.08324,1.08382,1.08279,1.08298,3202
2025-01-04 15:45:00,1.08294,1.08294,1.08146,1.08257,4406
2025-01-04 16:00:00,1.08257,1.0838,1.08257,1.08339,3316
2025-01-04 16:15:00,1.08357,1.08357,1.08262,1.08279,4491
2025-01-04 16:30:00,1.08285,1.08353,1.08242,1.08289,959
2025-01-04 16:45:00,1.083,1.08344,1.08262,1.08309,4140
2025-01-04 17:00:00,1.083,1.08434,1.083,1.08336,1031
2025-01-04 17:15:00,1.08347,1.08347,1.08315,1.08323,2477
2025-01-04 17:30:00,1.08329,1.08334,1.08177,1.08278,3777
2025-01-04 17:45:00,1.08263,1.08307,1.08263,1.08279,4264
2025-01-04 18:00:00,1.08284,1.08334,1.08237,1.08259,790
2025-01-04 18:15:00,1.08253,1.08271,1.08231,1.08263,4075
2025-01-04 18:30:00,1.08248,1.08305,1.08188,1.08275,2975
2025-01-04 18:45:00,1.08276,1.08313,1.0824,1.08281,1012
2025-01-04 19:00:00,1.08286,1.08322,1.0816,1.08277,2139
2025-01-04 19:15:00,1.08279,1.08307,1.08268,1.08269,754
2025-01-04 19:30:00,1.08268,1.08364,1.08253,1.08263,3137
2025-01-04 19:45:00,1.0826,1.08282,1.08161,1.08273,2465
2025-01-04 20:00:00,1.08298,1.08298,1.08174,1.08266,550
2025-01-04 20:15:00,1.08254,1.08305,1.08201,1.08246,1299
2025-01-04 20:30:00,1.08254,1.08261,1.08244,1.08251,599
2025-01-04 20:45:00,1.08251,1.08316,1.08251,1.08264,2247
2025-01-04 21:00:00,1.08256,1.08293,1.08255,1.08282,3011
2025-01-04 21:15:00,1.08282,1.08282,1.08251,1.08255,736
2025-01-04 21:30:00,1.08241,1.08248,1.08172,1.08235,971
2025-01-04 21:45:00,1.08229,1.08317,1.08229,1.08257,2704
2025-01-04 22:00:00,1.08256,1.08361,1.08142,1.08258,638
2025-01-04 22:15:00,1.08243,1.08288,1.08243,1.08265,3362
2025-01-04 22:30:00,1.0827,1.08325,1.08262,1.08292,1883
2025-01-04 22:45:00,1.08282,1.08322,1.08233,1.08283,3595
2025-01-04 23:00:00,1.08269,1.08275,1.0818,1.08268,2212
2025-01-04 23:15:00,1.08257,1.08282,1.08235,1.08251,1450
2025-01-04 23:30:00,1.08273,1.08273,1.08172,1.08241,4296
2025-01-04 23:45:00,1.08221,1.08351,1.08221,1.0828,2873
2025-01-05 00:00:00,1.08285,1.08314,1.08249,1.08297,1857
2025-01-05 00:15:00,1.0829,1.0829,1.08169,1.08256,4924
2025-01-05 00:30:00,1.08253,1.08279,1.0823,1.08256,2199
2025-01-05 00:45:00,1.08262,1.08351,1.08262,1.08286,2636
2025-01-05 01:00:00,1.08291,1.08317,1.08227,1.08261,4610
2025-01-05 01:15:00,1.08254,1.08346,1.08252,1.08266,3872
2025-01-05 01:30:00,1.08252,1.08285,1.08232,1.08236,1133
2025-01-05 01:45:00,1.08242,1.08331,1.08201,1.08267,2383
2025-01-05 02:00:00,1.08273,1.08273,1.08228,1.08242,2816
2025-01-05 02:15:00,1.08239,1.08271,1.08208,1.08239,1628
2025-01-05 02:30:00,1.08244,1.083,1.08244,1.08261,2886
2025-01-05 02:45:00,1.08257,1.08293,1.08216,1.08261,891
2025-01-05 03:00:00,1.08253,1.08272,1.08242,1.08261,668
2025-01-05 03:15:00,1.08261,1.08261,1.08188,1.08231,3588
2025-01-05 03:30:00,1.08237,1.0835,1.08219,1.08285,2552
2025-01-05 03:45:00,1.08288,1.08313,1.08285,1.08292,4465
2025-01-05 04:00:00,1.08298,1.08298,1.08204,1.0823,3708
2025-01-05 04:15:00,1.08223,1.08323,1.08223,1.08289,1685
2025-01-05 04:30:00,1.08305,1.08305,1.08227,1.08263,3227
2025-01-05 04:45:00,1.08259,1.08343,1.08259,1.08291,4009
2025-01-05 05:00:00,1.0829,1.08304,1.08223,1.08276,4977
2025-01-05 05:15:00,1.08263,1.0837,1.08263,1.08276,3926
2025-01-05 05:30:00,1.08274,1.08351,1.08234,1.08269,2213
2025-01-05 05:45:00,1.08274,1.08327,1.08274,1.08305,3012
2025-01-05 06:00:00,1.08313,1.08313,1.08193,1.08262,3761
2025-01-05 06:15:00,1.08277,1.0837,1.08277,1.08305,3178
2025-01-05 06:30:00,1.0831,1.08343,1.08294,1.08324,781
2025-01-05 06:45:00,1.08327,1.08353,1.08278,1.08316,929
2025-01-05 07:00:00,1.08311,1.08444,1.08301,1.08353,3128
2025-01-05 07:15:00,1.08346,1.08346,1.08176,1.08292,4848
2025-01-05 07:30:00,1.08302,1.08382,1.08284,1.08324,3712
2025-01-05 07:45:00,1.08333,1.08333,1.08242,1.08301,3445
2025-01-05 08:00:00,1.0829,1.08359,1.0829,1.08328,2817
2025-01-05 08:15:00,1.08335,1.08348,1.08263,1.08307,4484
2025-01-05 08:30:00,1.08313,1.08391,1.08287,1.08292,3932
2025-01-05 08:45:00,1.08281,1.08362,1.08281,1.08342,3163
2025-01-05 09:00:00,1.08347,1.08347,1.08291,1.08297,1435
2025-01-05 09:15:00,1.08286,1.08286,1.08238,1.08268,2842
2025-01-05 09:30:00,1.08243,1.08354,1.08243,1.08294,2188
2025-01-05 09:45:00,1.08292,1.08444,1.08292,1.08322,1382
2025-01-05 10:00:00,1.08325,1.0836,1.08284,1.08342,3019
2025-01-05 10:15:00,1.08341,1.08341,1.08308,1.0832,1316
2025-01-05 10:30:00,1.08349,1.08388,1.08342,1.08343,3732
2025-01-05 10:45:00,1.08347,1.08347,1.0824,1.08282,4366
2025-01-05 11:00:00,1.08283,1.08325,1.08257,1.083,3346
2025-01-05 11:15:00,1.08304,1.0833,1.08249,1.08297,1177
2025-01-05 11:30:00,1.08292,1.08425,1.08292,1.08307,2754
2025-01-05 11:45:00,1.08316,1.08374,1.08284,1.08309,3483
2025-01-05 12:00:00,1.08312,1.08329,1.08273,1.08313,2989
2025-01-05 12:15:00,1.08316,1.08316,1.08196,1.08287,2814
2025-01-05 12:30:00,1.08281,1.08325,1.08192,1.08301,2946
2025-01-05 12:45:00,1.08285,1.08315,1.08274,1.08292,2388
2025-01-05 13:00:00,1.08287,1.08287,1.08262,1.08267,2220
2025-01-05 13:15:00,1.08269,1.083,1.08269,1.08284,2403
2025-01-05 13:30:00,1.08279,1.08321,1.08229,1.08284,723
2025-01-05 13:45:00,1.08287,1.08317,1.08213,1.08279,1434
2025-01-05 14:00:00,1.08276,1.08324,1.08189,1.08278,1812
2025-01-05 14:15:00,1.08282,1.08322,1.08256,1.08279,1808
2025-01-05 14:30:00,1.0827,1.0827,1.08191,1.08257,725
2025-01-05 14:45:00,1.08259,1.08281,1.0819,1.08278,699
2025-01-05 15:00:00,1.08272,1.08272,1.08201,1.08223,4606
2025-01-05 15:15:00,1.08207,1.08297,1.08188,1.08229,3384
2025-01-05 15:30:00,1.08227,1.08333,1.08227,1.083,2824
2025-01-05 15:45:00,1.08316,1.08316,1.0822,1.08235,4493
2025-01-05 16:00:00,1.0822,1.08352,1.08208,1.08234,4433
2025-01-05 16:15:00,1.08235,1.08283,1.08221,1.08273,2097
2025-01-05 16:30:00,1.08281,1.08281,1.08158,1.08216,504
2025-01-05 16:45:00,1.08239,1.08272,1.08152,1.08244,779
2025-01-05 17:00:00,1.08239,1.08315,1.0821,1.0829,3519
2025-01-05 17:15:00,1.08284,1.08284,1.08169,1.08213,2864
2025-01-05 17:30:00,1.08201,1.08233,1.08201,1.08205,626
2025-01-05 17:45:00,1.08217,1.08217,1.08122,1.08207,4899
2025-01-05 18:00:00,1.08198,1.08335,1.08196,1.08258,3296
2025-01-05 18:15:00,1.08254,1.08322,1.08254,1.08274,3749
2025-01-05 18:30:00,1.08255,1.08265,1.08198,1.08239,4401
2025-01-05 18:45:00,1.08248,1.08289,1.08115,1.08265,4201
2025-01-05 19:00:00,1.08276,1.08321,1.08276,1.08283,982
2025-01-05 19:15:00,1.08292,1.08371,1.08255,1.08287,3539
2025-01-05 19:30:00,1.0827,1.0827,1.08238,1.08246,4910
2025-01-05 19:45:00,1.08252,1.08252,1.08192,1.08204,2007
2025-01-05 20:00:00,1.08187,1.0827,1.08187,1.08233,3668
2025-01-05 20:15:00,1.08234,1.08267,1.08212,1.08234,1438
2025-01-05 20:30:00,1.08236,1.08251,1.08173,1.08236,516
2025-01-05 20:45:00,1.08239,1.0825,1.08207,1.0824,4874
2025-01-05 21:00:00,1.08245,1.08303,1.08239,1.08277,4442
2025-01-05 21:15:00,1.08276,1.08334,1.08198,1.08286,3213
2025-01-05 21:30:00,1.08266,1.08315,1.08228,1.08273,4385
2025-01-05 21:45:00,1.08278,1.08294,1.0819,1.08291,4117
2025-01-05 22:00:00,1.08292,1.08292,1.08195,1.08282,1533
2025-01-05 22:15:00,1.08273,1.08367,1.08251,1.08276,2311
2025-01-05 22:30:00,1.0826,1.08332,1.0826,1.08309,2507
2025-01-05 22:45:00,1.08324,1.08324,1.08218,1.08284,4696
2025-01-05 23:00:00,1.08297,1.0832,1.08297,1.08316,969
2025-01-05 23:15:00,1.08323,1.08359,1.08228,1.0824,1824
2025-01-05 23:30:00,1.08233,1.08274,1.08211,1.0824,3777
2025-01-05 23:45:00,1.08215,1.0826,1.08199,1.08242,2124
2025-01-06 00:00:00,1.0825,1.08266,1.08239,1.08246,1735
2025-01-06 00:15:00,1.0825,1.08266,1.08202,1.08262,618
2025-01-06 00:30:00,1.08259,1.08259,1.08234,1.08238,2383
2025-01-06 00:45:00,1.08249,1.08294,1.08217,1.08224,2504
2025-01-06 01:00:00,1.08232,1.08302,1.08232,1.08275,1287
2025-01-06 01:15:00,1.08277,1.08277,1.08259,1.08267,2975
